year,quarter,dp,ypl,gnpg_nominal,vwretx,ewretx,D12,tb30,AAA,BAA,Rfree,CRSP_SPvwx,def,term,mktrf,date,gnp_nominal,month,realgnpg,realgnpg_lag4,realgnpg_lead4
2013,4,0.000379353,0.07213504,0.013482121,0.024103,0.02201,34.99204410973712,0.0007,0.0462,0.0538,0,0.024196,0.0076,0.0371,0.0281,2013-10-01,17427.64,10,0.03,0.013,0.026
2014,1,0.000300768,0.07459621,0.000433955,0.002823,-0.001095,36.22767907280654,0.0005,0.0438,0.0506,0,0.006537,0.0068,0.0332,0.0043,2014-01-01,17435.205,1,0.017,0.015,0.038
2014,2,0.000250126,0.07608569,0.017719653,0.026004,0.037053,37.38067679692139,0.0004,0.0425,0.048,0,0.019048,0.0055,0.0309,0.0261,2014-04-01,17746.904,4,0.026,0.015,0.031
2014,3,0.000248796,0.08582165,0.017279709,-0.026906,-0.046891,38.49461129653305,0.0002,0.0411,0.048,0,-0.015467,0.0069,0.0298,-0.0197,2014-07-01,18056.23,7,0.031,0.023,0.022
2014,4,0.00028576,0.0804118,0.004344461,-0.0058,-0.003562,39.443141092729945,0.0003,0.0379,0.0474,0,-0.004249,0.0095,0.0243,-0.0006,2014-10-01,18134.846,10,0.026,0.03,0.021
2015,1,0.000346898,0.07593052,0.008315215,-0.012224,-0.007204,40.80660984693691,0.0003,0.0364,0.0454,0,-0.016628,0.009,0.0227,-0.0112,2015-01-01,18286.27,1,0.038,0.017,0.017
2015,2,0.000471333,0.05470493,0.011175052,-0.021178,-0.015955,41.74200180993394,0.0002,0.0419,0.0513,0,-0.02102,0.0094,0.0283,-0.0153,2015-04-01,18491.766,4,0.031,0.026,0.015
2015,3,0.000522047,0.03440059,0.006630634,-0.03573,-0.052203,42.51039650947283,0.0002,0.0407,0.0534,0,-0.026258,0.0127,0.0251,-0.0307,2015-07-01,18614.785,7,0.022,0.031,0.018
2015,4,0.000505142,0.035178475,0.002842212,-0.024463,-0.039425,43.387887360930144,0.0023,0.0397,0.0546,0.0001,-0.017076,0.0149,0.0245,-0.0217,2015-10-01,18667.768,10,0.021,0.026,0.024
2016,1,0.000484305,0.016511941,0.003891706,0.068185,0.075537,43.87593959329838,0.0029,0.0382,0.0513,0.0002,0.065146,0.0131,0.0189,0.0696,2016-01-01,18740.559,1,0.017,0.038,0.023
2016,2,0.00043082,0.002043468,0.009923124,0.000858,0.003038,44.459877377769956,0.0027,0.035,0.0453,0.0002,0.001002,0.0103,0.0152,-0.0005,2016-04-01,18927.45,4,0.015,0.031,0.025
2016,3,0.000401937,-0.006136578,0.009727524,0.001238,0.013387,45.02569130774271,0.0029,0.0341,0.0431,0.0002,-0.001033,0.009,0.0167,0.0025,2016-07-01,19112.465,7,0.018,0.022,0.028
2016,4,0.000422212,-0.007464692,0.013108124,0.016637,0.012417,45.70060348529786,0.0051,0.0406,0.0483,0.0003,0.017569,0.0077,0.0221,0.0181,2016-10-01,19364.643,10,0.024,0.021,0.033
2017,1,0.000437289,-0.014601637,0.009647008,0.000194,0.004393,46.382423851642145,0.0074,0.0401,0.0468,0.0003,5.5e-05,0.0067,0.02,0.0017,2017-01-01,19552.357,1,0.023,0.017,0.036
2017,2,0.000275082,-0.020831354,0.007665132,0.007699,0.020491,47.219019419637746,0.0098,0.0368,0.0437,0.0006,0.004364,0.0069,0.016,0.0078,2017-04-01,19702.805,4,0.025,0.015,0.035
2017,3,0.000301246,-0.020557404,0.015023718,0.022151,0.044811,48.17310297806154,0.0103,0.0363,0.043,0.0009,0.018742,0.0067,0.0156,0.0251,2017-07-01,20001.049,7,0.028,0.018,0.029
2017,4,0.000284646,-0.029353896,0.01798373,0.010273,0.011109,48.93201933560771,0.0132,0.0351,0.0422,0.0009,0.009851,0.0071,0.0122,0.0106,2017-10-01,20363.996,10,0.033,0.024,0.018
2018,1,0.000282304,-0.0213328,0.013626095,-0.020312,-0.001052,50.003029588573234,0.017,0.0387,0.0464,0.0012,-0.027092,0.0077,0.0115,-0.0235,2018-01-01,20643.377,1,0.036,0.023,0.017
2018,2,0.00022794,-0.004559304,0.011607107,0.003582,3.9e-05,50.990290148977294,0.019,0.0396,0.0483,0.0014,0.005507,0.0087,0.0101,0.0048,2018-04-01,20884.383,4,0.035,0.025,0.02
2018,3,0.000340912,0.021018201,0.008704985,-0.001212,-0.012399,52.33899552484125,0.0213,0.0398,0.0488,0.0015,0.003758,0.009,0.0121,0.0006,2018-07-01,21066.975,7,0.029,0.028,0.027
2018,4,0.000441412,0.028760802,0.00594348,-0.092124,-0.102875,53.74817808461687,0.0237,0.0402,0.0513,0.0019,-0.092188,0.0111,0.0047,-0.0957,2018-10-01,21192.559,10,0.018,0.033,0.031
2019,1,0.000431044,0.043810494,0.009558717,0.01114,-0.006087,54.936913451408614,0.024,0.0377,0.0484,0.0019,0.018007,0.0107,0.0017,0.011,2019-01-01,21396.104,1,0.017,0.036,0.011
2019,2,0.000435304,0.041191023,0.013026926,0.065283,0.046094,56.077274741778126,0.0217,0.0342,0.0446,0.0018,0.068056,0.0104,-0.001,0.0693,2019-04-01,21676.652,4,0.02,0.035,-0.079
2019,3,0.00034945,0.03887026,0.013634761,0.014169,0.01536,57.21950689398771,0.0189,0.0303,0.0391,0.0018,0.017272,0.0088,-0.0019,0.0143,2019-07-01,21974.232,7,0.027,0.029,-0.018
2019,4,0.000261533,0.03671698,0.008696912,0.026242,0.040641,58.24062255574193,0.0154,0.0301,0.0388,0.0014,0.028136,0.0087,0.0032,0.0277,2019-10-01,22166.174,10,0.031,0.018,-0.014
2020,1,0.000282706,0.03166261,-0.008491525,-0.143685,-0.209773,59.58060358638012,0.0029,0.0302,0.0429,0.0012,-0.123686,0.0127,0.0058,-0.1339,2020-01-01,21978.746,1,0.011,0.017,0.013
2020,2,0.000392915,0.014674255,-0.08969342,0.023522,0.054855,59.683411602533575,0.0016,0.0244,0.0364,0.0001,0.018885,0.012,0.0057,0.0246,2020-04-01,20093.22,4,-0.079,0.02,0.118
2020,3,0.000332905,-0.1364596,0.084435835,-0.036515,-0.029264,58.85123671411033,0.0011,0.0231,0.0336,0.0001,-0.039366,0.0105,0.0057,-0.0363,2020-07-01,21863.494,7,-0.018,0.027,0.044
2020,4,0.000338097,-0.043606292,0.015982306,0.043244,0.069761,58.27884613601017,0.0009,0.0226,0.0316,0.0001,0.040137,0.009,0.0084,0.0463,2020-10-01,22215.73,10,-0.014,0.031,0.052
2021,1,0.000328946,-0.041870702,0.027304614,0.029086,0.010736,57.63338706490264,0.0003,0.0304,0.0374,0,0.04197,0.007,0.0158,0.0308,2021-01-01,22830.68,1,0.013,0.011,0.031
2021,2,0.000185218,-0.043877468,0.027312156,0.022021,0.019631,57.86504213441615,0.0004,0.0279,0.0344,0,0.022564,0.0065,0.0148,0.0275,2021-04-01,23462.828,4,0.118,-0.079,0.019
2021,3,0.000194271,-0.039555576,0.022222457,-0.043531,-0.030084,59.25448274854421,0.0004,0.0253,0.0323,0,-0.047152,0.007,0.0133,-0.0437,2021-07-01,23990.066,7,0.044,-0.018,0.018
2021,4,0.000188014,-0.04002324,0.034278,0.031573,-0.004799,60.397117282392585,0.0006,0.0265,0.033,0,0.042285,0.0065,0.0141,0.031,2021-10-01,24826.654,10,0.052,-0.014,0.007
2022,1,0.000207974,-0.031085532,0.01404321,0.02894,0.013759,61.96997432407474,0.0044,0.0343,0.0429,0.0001,0.036605,0.0086,0.0169,0.0305,2022-01-01,25177.76,1,0.031,0.013,0.017
2022,2,0.000172098,-0.012548027,0.022329144,-0.085825,-0.071172,64.01960534350711,0.0149,0.0424,0.0527,0.0006,-0.083126,0.0103,0.0165,-0.0843,2022-04-01,25746.281,4,0.019,0.118,0.022
2022,3,0.000181193,0.003581987,0.016930616,-0.093031,-0.101918,65.31830534350709,0.0313,0.0459,0.0569,0.0019,-0.092876,0.011,0.0039,-0.0935,2022-07-01,26185.893,7,0.018,0.044,0.028
2022,4,0.000219724,0.008311461,0.015464738,-0.059148,-0.050775,66.92282834870045,0.0425,0.0443,0.0559,0.0033,-0.06017,0.0116,-0.0063,-0.0641,2022-10-01,26593.998,10,0.007,0.052,
